,期数,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,和值,平均值,尾数和值,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
2039,20108,02,03,06,07,33,08,09,51,10.20,21,3,2,1,1,0,1,4,-3,4,4,2,2,31,26,0,0,2
2040,20109,02,20,21,23,32,06,12,98,19.60,8,2,3,-1,1,1,4,1,3,4,6,1,1,30,18,1,1,2
2041,20110,11,16,20,21,28,05,11,96,19.20,16,2,3,-1,0,1,3,2,1,4,5,1,1,17,7,0,2,2
2042,20111,05,07,09,20,28,02,07,69,13.80,29,3,2,1,2,1,2,3,-1,5,5,0,0,23,11,1,2,1
2043,20112,08,11,13,30,32,02,06,94,18.80,14,2,3,-1,1,1,2,3,-1,5,4,0,0,24,17,0,0,1
2044,20113,06,14,18,28,33,02,05,99,19.80,29,1,4,-3,0,3,3,2,1,4,6,0,0,27,10,0,0,2
2045,20114,10,12,21,24,30,03,07,97,19.40,7,1,4,-3,0,2,3,2,1,4,5,0,0,20,9,0,0,0
2046,20115,01,09,18,19,23,01,09,70,14.00,30,4,1,3,2,0,3,2,1,4,6,1,1,22,9,0,0,2
2047,20116,08,10,12,16,22,03,09,68,13.60,18,0,5,-5,0,4,1,4,-3,4,3,0,0,14,6,0,0,3
2048,20117,07,19,20,23,24,05,10,93,18.60,23,3,2,1,1,0,4,1,3,5,4,2,2,17,12,0,0,2
2049,20118,01,09,15,30,33,04,09,88,17.60,18,4,1,3,2,0,2,3,-1,5,6,0,0,32,15,0,0,0
2050,20119,14,22,24,28,32,07,08,120,24.00,20,0,5,-5,0,4,4,1,3,3,3,0,0,18,8,0,0,2
2051,20120,05,25,26,30,35,04,10,121,24.20,21,3,2,1,1,1,4,1,3,3,5,1,1,30,20,0,0,1
2052,20121,09,17,27,28,35,03,08,116,23.20,36,4,1,3,2,0,3,2,1,4,4,1,1,26,10,1,1,1
2053,20122,08,19,29,34,35,06,11,125,25.00,35,3,2,1,1,0,4,1,3,4,6,1,1,27,11,1,1,3
2054,20123,01,07,11,15,21,04,11,55,11.00,15,5,0,5,4,0,1,4,-3,3,2,0,0,20,6,0,0,1
2055,20124,11,15,24,26,35,04,05,111,22.20,21,3,2,1,1,1,3,2,1,4,4,0,0,24,9,0,2,0
2056,20125,01,02,03,08,22,01,04,36,7.20,16,2,3,-1,0,1,1,4,-3,4,5,2,1,21,14,0,0,0
2057,20126,01,04,09,22,28,04,12,64,12.80,24,2,3,-1,0,1,2,3,-1,5,6,0,0,27,13,1,2,3
2058,20127,01,04,17,18,26,03,10,66,13.20,26,2,3,-1,0,1,2,3,-1,5,6,1,1,25,13,2,2,0
2059,20128,09,12,13,26,33,04,10,93,18.60,23,3,2,1,0,0,2,3,-1,4,6,1,1,24,13,0,1,0
2060,20129,10,22,27,33,34,01,11,126,25.20,16,2,3,-1,1,1,4,1,3,5,5,1,1,24,12,0,1,3
2061,20130,16,17,23,26,32,02,12,114,22.80,24,2,3,-1,1,1,3,2,1,4,4,1,1,16,6,0,0,3
2062,20131,08,25,27,29,35,02,03,124,24.80,34,4,1,3,3,0,4,1,3,4,5,0,0,27,17,0,0,2
2063,20132,03,15,16,17,21,07,10,72,14.40,22,4,1,3,2,0,1,4,-3,5,5,2,1,18,12,0,0,0
2064,20133,11,24,26,33,35,08,09,129,25.80,19,3,2,1,1,1,4,1,3,5,4,0,0,24,13,0,0,0
2065,20134,08,11,13,22,25,04,07,79,15.80,19,3,2,1,1,0,2,3,-1,5,4,0,0,17,9,0,1,1
2066,21001,02,06,12,19,33,08,09,72,14.40,22,2,3,-1,1,2,2,3,-1,4,6,0,0,31,14,0,0,1
2067,21002,02,16,26,31,34,09,11,109,21.80,19,1,4,-3,0,2,3,2,1,4,6,0,0,32,14,1,1,1
2068,21003,07,21,28,31,35,04,10,122,24.40,22,4,1,3,2,0,4,1,3,4,4,0,0,28,14,1,1,1
2069,21004,05,10,17,23,28,02,08,83,16.60,23,3,2,1,1,0,2,3,-1,5,4,0,0,23,7,0,1,0
2070,21005,03,07,10,12,35,03,05,67,13.40,17,3,2,1,1,1,1,4,-3,5,6,0,0,32,23,0,1,0
2071,21006,04,22,25,28,35,04,05,114,22.80,24,2,3,-1,0,1,4,1,3,4,5,0,0,31,18,1,1,1
2072,21007,05,23,30,34,35,08,10,127,25.40,17,3,2,1,1,1,4,1,3,4,6,1,1,30,18,1,1,3
2073,21008,05,19,20,27,33,03,08,104,20.80,24,4,1,3,2,0,4,1,3,5,5,1,1,28,14,1,1,1
2074,21009,01,03,20,29,32,05,12,85,17.00,15,3,2,1,1,0,3,2,1,5,6,0,0,31,17,1,1,2
2075,21010,01,05,16,22,34,08,11,78,15.60,18,2,3,-1,1,2,2,3,-1,5,6,0,0,33,12,1,1,0
2076,21011,06,09,11,14,21,01,03,61,12.20,21,3,2,1,1,0,1,4,-3,4,4,0,0,15,7,0,0,2
2077,21012,06,12,20,23,33,01,09,94,18.80,14,2,3,-1,1,2,3,2,1,4,6,0,0,27,10,1,1,2
2078,21013,21,27,28,30,34,08,11,140,28.00,20,2,3,-1,1,2,5,0,5,5,4,1,1,13,6,0,0,2
2079,21014,07,13,20,27,29,04,09,96,19.20,26,4,1,3,2,0,3,2,1,4,5,0,0,22,7,0,1,3
2080,21015,04,08,17,19,25,01,07,73,14.60,33,3,2,1,2,1,2,3,-1,5,6,0,0,21,9,0,0,2
2081,21016,08,09,10,19,34,01,02,80,16.00,30,2,3,-1,0,0,2,3,-1,4,5,2,1,26,15,1,2,1
2082,21017,17,21,26,29,32,02,07,125,25.00,25,3,2,1,1,0,4,1,3,5,5,0,0,15,5,0,0,0
2083,21018,02,20,23,26,34,05,10,105,21.00,15,1,4,-3,0,2,4,1,3,5,5,0,0,32,18,0,1,1
2084,21019,01,12,13,28,29,03,04,83,16.60,23,3,2,1,0,0,2,3,-1,5,4,2,2,28,15,0,0,1
2085,21020,07,21,22,30,33,04,06,113,22.60,13,3,2,1,1,1,4,1,3,5,6,1,1,26,14,0,0,1
2086,21021,16,18,29,33,35,09,12,131,26.20,31,3,2,1,2,1,4,1,3,5,4,0,0,19,11,0,1,1
2087,21022,02,12,22,30,33,02,04,99,19.80,9,1,4,-3,0,3,3,2,1,3,5,0,0,31,10,0,1,1
2088,21023,07,09,13,16,32,02,09,77,15.40,27,3,2,1,2,1,1,4,-3,5,6,0,0,25,16,0,0,2
2089,21024,11,14,21,24,31,02,10,101,20.20,11,3,2,1,0,0,3,2,1,2,2,0,0,20,7,0,0,2
2090,21025,17,18,23,30,31,10,12,119,23.80,19,3,2,1,0,0,4,1,3,5,4,2,2,14,7,1,1,2
2091,21026,07,11,20,24,27,01,11,89,17.80,19,3,2,1,1,1,3,2,1,4,4,0,0,20,9,0,0,1
2092,21027,09,21,22,26,30,04,12,108,21.60,18,2,3,-1,1,2,4,1,3,5,5,1,1,21,12,0,0,2
2093,21028,02,03,05,17,29,04,10,56,11.20,26,4,1,3,3,0,1,4,-3,5,5,1,1,27,12,0,0,1
2094,21029,02,06,10,32,33,04,07,83,16.60,13,1,4,-3,0,3,2,3,-1,4,5,1,1,31,22,1,1,2
2095,21030,18,23,25,26,32,02,07,124,24.80,24,2,3,-1,1,1,5,0,5,5,5,1,1,14,6,0,1,1
2096,21031,01,04,19,20,34,03,05,78,15.60,18,2,3,-1,0,1,3,2,1,4,5,1,1,33,15,0,0,1
2097,21032,01,11,14,34,35,07,10,95,19.00,15,3,2,1,1,1,2,3,-1,3,6,1,1,34,20,1,2,1
2098,21033,01,03,05,30,32,01,05,71,14.20,11,3,2,1,2,1,2,3,-1,5,2,0,0,31,25,1,1,0
2099,21034,08,10,14,25,34,07,08,91,18.20,21,1,4,-3,0,2,2,3,-1,4,6,0,0,26,11,0,0,0
2100,21035,05,11,16,30,32,03,04,94,18.80,14,2,3,-1,1,2,2,3,-1,5,6,0,0,27,14,0,0,1
2101,21036,08,17,25,28,33,07,11,111,22.20,31,3,2,1,1,0,3,2,1,4,5,0,0,25,9,0,0,2
2102,21037,10,21,27,29,33,04,12,120,24.00,20,4,1,3,3,0,4,1,3,5,5,0,0,23,11,1,1,2
2103,21038,09,11,20,29,32,01,07,101,20.20,21,3,2,1,1,0,3,2,1,4,5,0,0,23,9,1,1,4
2104,21039,04,12,14,21,35,02,11,86,17.20,16,2,3,-1,1,2,2,3,-1,4,6,0,0,31,14,0,0,2
2105,21040,02,03,09,16,19,03,07,49,9.80,29,3,2,1,1,0,1,4,-3,4,5,1,1,17,7,0,0,1
2106,21041,02,05,09,11,32,04,09,59,11.80,19,3,2,1,2,0,1,4,-3,4,6,0,0,30,21,2,2,1
2107,21042,09,15,20,23,29,04,05,96,19.20,26,4,1,3,2,0,3,2,1,4,4,0,0,20,6,0,1,0
2108,21043,07,12,17,19,34,01,10,89,17.80,29,3,2,1,1,0,2,3,-1,4,5,0,0,27,15,0,0,1
2109,21044,06,18,31,33,35,10,11,123,24.60,23,3,2,1,2,1,4,1,3,5,5,0,0,29,13,0,0,4
2110,21045,01,04,06,11,19,07,09,41,8.20,21,3,2,1,1,1,1,4,-3,4,5,0,0,18,8,0,1,1
2111,21046,06,08,12,14,18,06,08,58,11.60,28,0,5,-5,0,4,1,4,-3,4,2,0,0,12,4,0,1,2
2112,21047,01,06,09,25,33,04,08,74,14.80,24,4,1,3,2,0,2,3,-1,5,4,0,0,32,16,0,1,1
2113,21048,04,07,17,21,27,10,12,76,15.20,26,4,1,3,3,0,2,3,-1,3,5,0,0,23,10,0,0,1
2114,21049,01,10,22,23,25,02,12,81,16.20,11,3,2,1,1,1,3,2,1,5,6,1,1,24,12,0,0,1
2115,21050,09,22,32,33,35,05,10,131,26.20,21,3,2,1,1,1,4,1,3,4,5,1,1,26,13,0,1,2
2116,21051,01,04,14,16,19,03,04,54,10.80,24,2,3,-1,0,2,1,4,-3,4,4,0,0,18,10,0,0,0
2117,21052,02,11,13,14,30,09,12,70,14.00,10,2,3,-1,1,1,1,4,-3,5,6,1,1,28,16,0,1,2
2118,21053,03,06,15,17,35,07,11,76,15.20,26,4,1,3,2,0,1,4,-3,4,6,0,0,32,18,0,0,2
2119,21054,03,06,17,20,25,03,09,71,14.20,21,3,2,1,0,0,2,3,-1,5,4,0,0,22,11,2,3,0
2120,21055,03,06,10,11,24,10,11,54,10.80,14,2,3,-1,0,1,1,4,-3,5,6,1,1,21,13,2,2,1
2121,21056,03,11,16,21,26,09,10,77,15.40,17,3,2,1,1,0,2,3,-1,3,3,0,0,23,8,1,2,1
2122,21057,05,07,19,20,28,05,07,79,15.80,29,3,2,1,2,1,3,2,1,5,6,1,1,23,12,0,0,1
2123,21058,13,15,17,23,34,01,11,102,20.40,22,4,1,3,3,0,2,3,-1,4,5,0,0,21,11,0,0,0
2124,21059,04,16,27,28,35,02,09,110,22.00,30,2,3,-1,0,1,3,2,1,5,5,1,1,31,12,0,0,2
2125,21060,09,13,25,31,33,03,07,111,22.20,21,5,0,5,4,0,3,2,1,4,6,0,0,24,12,0,0,0
2126,21061,15,19,20,26,32,04,07,112,22.40,22,2,3,-1,1,2,4,1,3,5,5,1,1,17,6,0,0,2
2127,21062,04,06,23,32,34,05,07,99,19.80,19,1,4,-3,0,2,3,2,1,4,4,0,0,30,17,0,1,0
2128,21063,05,09,14,29,30,09,11,87,17.40,27,3,2,1,1,0,2,3,-1,4,6,1,1,25,15,0,0,1
2129,21064,01,17,19,32,34,06,10,103,20.60,23,3,2,1,2,1,3,2,1,5,4,0,0,33,16,0,0,0
2130,21065,23,25,30,31,35,07,08,144,28.80,14,4,1,3,2,0,5,0,5,4,5,1,1,12,5,0,0,2
2131,21066,24,26,29,34,35,09,11,148,29.60,28,2,3,-1,0,1,5,0,5,4,5,1,1,11,5,1,1,4
2132,21067,01,04,22,23,34,08,09,84,16.80,14,2,3,-1,0,1,3,2,1,4,6,1,1,33,18,0,1,2
2133,21068,02,20,21,26,30,02,10,99,19.80,9,1,4,-3,0,2,4,1,3,4,6,1,1,28,18,0,0,2
2134,21069,01,03,24,32,33,04,06,93,18.60,13,3,2,1,1,1,3,2,1,4,6,1,1,32,21,0,0,2
2135,21070,03,20,21,22,24,06,12,90,18.00,10,2,3,-1,0,1,4,1,3,5,4,2,1,21,17,0,2,0
2136,21071,08,11,16,29,35,01,04,99,19.80,29,3,2,1,1,0,2,3,-1,5,6,0,0,27,13,0,0,0
2137,21072,02,03,15,22,26,03,11,68,13.60,18,2,3,-1,1,1,2,3,-1,4,6,1,1,24,12,0,0,1
2138,21073,08,12,14,20,24,06,10,78,15.60,18,0,5,-5,0,4,2,3,-1,4,3,0,0,16,6,0,0,1
2139,21074,11,14,18,20,25,03,07,88,17.60,18,2,3,-1,0,2,3,2,1,5,5,0,0,14,5,1,2,2
2140,21075,06,14,15,17,20,01,05,72,14.40,22,2,3,-1,1,1,1,4,-3,5,5,1,1,14,8,1,2,2
2141,21076,06,13,22,25,26,02,04,92,18.40,22,2,3,-1,0,0,3,2,1,4,6,1,1,20,9,1,1,1
2142,21077,02,06,09,21,25,06,08,63,12.60,23,3,2,1,2,1,2,3,-1,5,4,0,0,23,12,0,2,2
2143,21078,02,08,17,19,25,01,05,71,14.20,31,3,2,1,2,1,2,3,-1,5,4,0,0,23,9,2,2,1
2144,21079,06,14,19,26,33,08,11,98,19.60,28,2,3,-1,0,1,3,2,1,4,5,0,0,27,8,0,1,1
2145,21080,15,16,20,29,30,06,10,110,22.00,20,2,3,-1,0,1,3,2,1,4,4,2,2,15,9,0,0,2
2146,21081,05,13,24,29,35,07,08,106,21.20,26,4,1,3,2,0,3,2,1,4,5,0,0,30,11,1,1,1
2147,21082,01,14,22,29,33,03,10,99,19.80,19,3,2,1,1,1,3,2,1,5,6,0,0,32,13,1,1,1
2148,21083,07,09,11,26,35,01,08,88,17.60,28,4,1,3,2,0,2,3,-1,5,5,0,0,28,15,0,0,0
2149,21084,02,10,14,30,33,06,09,89,17.80,9,1,4,-3,0,3,2,3,-1,4,6,0,0,31,16,0,0,1
2150,21085,01,12,15,26,35,10,11,89,17.80,19,3,2,1,0,0,2,3,-1,4,4,0,0,34,11,0,0,2
2151,21086,02,03,07,16,17,06,10,45,9.00,25,3,2,1,1,0,0,5,-5,4,4,2,2,15,9,0,0,2
2152,21087,10,14,15,25,28,03,10,92,18.40,22,2,3,-1,1,1,2,3,-1,4,6,1,1,18,10,0,0,1
2153,21088,02,14,31,34,35,01,07,116,23.20,16,2,3,-1,0,1,3,2,1,4,6,1,1,33,17,1,1,1
2154,21089,01,17,24,28,35,10,12,105,21.00,25,3,2,1,1,1,3,2,1,5,4,0,0,34,16,1,1,2
2155,21090,06,07,19,26,32,06,12,90,18.00,30,2,3,-1,1,1,3,2,1,4,5,1,1,26,12,0,0,0
2156,21091,01,04,10,21,29,03,05,65,13.00,15,3,2,1,1,1,2,3,-1,4,6,0,0,28,11,0,0,0
2157,21092,12,14,27,28,34,03,07,115,23.00,25,1,4,-3,0,2,3,2,1,4,6,1,1,22,13,0,0,1
2158,21093,20,25,27,28,31,08,11,131,26.20,21,3,2,1,1,0,5,0,5,5,5,1,1,11,5,2,2,2
2159,21094,05,06,24,27,33,05,12,95,19.00,25,3,2,1,1,1,3,2,1,5,6,1,1,28,18,0,1,2
2160,21095,10,15,19,20,30,11,12,94,18.80,14,2,3,-1,1,1,3,2,1,3,4,1,1,20,10,0,0,0
2161,21096,07,08,10,20,21,01,05,66,13.20,16,2,3,-1,0,2,2,3,-1,4,4,2,2,14,10,1,2,2
2162,21097,11,26,30,31,33,03,10,131,26.20,11,3,2,1,1,1,4,1,3,4,6,1,1,22,15,0,0,1
2163,21098,02,07,21,27,33,07,09,90,18.00,20,4,1,3,3,0,3,2,1,4,5,0,0,31,14,1,1,1
2164,21099,15,19,27,28,30,03,04,119,23.80,29,3,2,1,2,1,4,1,3,5,6,1,1,15,8,0,1,1
2165,21100,07,11,23,26,28,02,07,95,19.00,25,3,2,1,2,1,3,2,1,5,6,0,0,21,12,0,1,2
2166,21101,13,18,19,27,32,06,11,109,21.80,29,3,2,1,1,0,4,1,3,5,4,1,1,19,8,0,0,1
2167,21102,02,08,11,16,23,02,07,60,12.00,20,2,3,-1,0,1,1,4,-3,5,6,0,0,21,7,0,0,0
2168,21103,04,10,23,30,31,05,11,98,19.60,8,2,3,-1,0,1,3,2,1,4,6,1,1,27,13,0,1,1
2169,21104,23,25,26,30,33,03,11,137,27.40,17,3,2,1,1,1,5,0,5,4,4,1,1,10,4,1,2,1
2170,21105,07,10,11,17,18,04,09,63,12.60,23,3,2,1,1,0,1,4,-3,4,4,2,2,11,6,0,0,0
2171,21106,02,13,14,32,34,02,12,95,19.00,15,1,4,-3,0,2,2,3,-1,3,6,1,1,32,18,0,0,0
2172,21107,03,05,13,20,25,07,11,66,13.20,16,4,1,3,2,0,2,3,-1,3,6,0,0,22,8,0,1,2
2173,21108,05,19,22,26,35,02,06,107,21.40,27,3,2,1,1,1,4,1,3,4,6,0,0,30,14,0,1,2
2174,21109,03,04,07,27,31,06,09,72,14.40,22,4,1,3,2,0,2,3,-1,4,4,1,1,28,20,0,0,2
2175,21110,11,14,29,31,32,11,12,117,23.40,17,3,2,1,1,0,3,2,1,4,4,1,1,21,15,0,1,1
2176,21111,07,08,15,19,28,08,09,77,15.40,37,3,2,1,1,0,2,3,-1,4,6,1,1,21,9,0,0,2
2177,21112,18,21,22,23,35,11,12,119,23.80,19,3,2,1,1,0,5,0,5,5,5,2,1,17,12,0,0,1
2178,21113,17,18,25,27,28,04,08,115,23.00,35,3,2,1,1,0,4,1,3,3,4,2,2,11,7,0,1,1
2179,21114,08,09,13,29,30,01,11,89,17.80,29,3,2,1,2,0,2,3,-1,4,4,2,2,22,16,0,0,1
2180,21115,08,13,19,20,29,06,10,89,17.80,29,3,2,1,1,0,3,2,1,4,6,1,1,21,9,1,3,2
2181,21116,04,25,28,29,35,03,11,121,24.20,31,3,2,1,1,0,4,1,3,4,6,1,1,31,21,0,1,1
2182,21117,11,18,21,22,33,05,06,105,21.00,15,3,2,1,0,0,4,1,3,4,5,1,1,22,11,0,0,0
2183,21118,14,17,18,28,34,02,03,111,22.20,31,1,4,-3,0,2,3,2,1,3,6,1,1,20,10,0,1,2
2184,21119,01,02,09,16,30,09,10,58,11.60,18,2,3,-1,0,1,1,4,-3,5,4,1,1,29,14,0,0,1
2185,21120,05,10,21,25,31,05,11,92,18.40,12,4,1,3,2,0,3,2,1,3,6,0,0,26,11,0,0,2
2186,21121,02,15,19,29,30,02,09,95,19.00,25,3,2,1,2,0,3,2,1,4,6,1,1,28,13,0,0,1
2187,21122,14,15,26,27,29,04,05,111,22.20,31,3,2,1,1,0,3,2,1,5,4,2,2,15,11,1,2,2
2188,21123,08,23,26,27,33,08,09,117,23.40,27,3,2,1,1,0,4,1,3,4,6,1,1,25,15,2,2,2
2189,21124,10,17,22,25,35,07,09,109,21.80,19,3,2,1,1,0,3,2,1,4,6,0,0,25,10,0,0,2
2190,21125,17,19,21,27,31,04,09,115,23.00,25,5,0,5,4,0,4,1,3,3,3,0,0,14,6,0,1,1
2191,21126,01,11,12,34,35,09,12,93,18.60,13,3,2,1,1,1,2,3,-1,4,4,2,2,34,22,0,0,0
2192,21127,01,02,15,17,26,02,11,61,12.20,21,3,2,1,1,0,1,4,-3,5,6,1,1,25,13,1,1,1
2193,21128,14,17,18,23,27,05,08,99,19.80,29,3,2,1,1,0,3,2,1,4,4,1,1,13,5,0,1,3
2194,21129,02,16,17,18,34,04,10,87,17.40,27,1,4,-3,0,2,2,3,-1,5,4,2,1,32,16,0,2,3
2195,21130,02,03,14,27,28,05,10,74,14.80,24,2,3,-1,0,0,2,3,-1,5,4,2,2,26,13,1,1,1
2196,21131,06,08,16,34,35,05,06,99,19.80,29,1,4,-3,0,3,2,3,-1,4,6,1,1,29,18,0,0,0
2197,21132,04,21,28,29,33,03,11,115,23.00,25,3,2,1,1,0,4,1,3,5,6,1,1,29,17,0,0,1
2198,21133,08,09,17,26,28,06,08,88,17.60,38,2,3,-1,1,1,2,3,-1,4,5,1,1,20,9,0,1,1
2199,21134,02,06,14,19,28,01,06,69,13.80,29,1,4,-3,0,2,2,3,-1,5,6,0,0,26,9,1,1,0
2200,21135,04,07,17,29,31,05,06,88,17.60,28,4,1,3,3,0,2,3,-1,4,6,0,0,27,12,0,0,2
2201,21136,08,12,19,27,33,02,05,99,19.80,29,3,2,1,2,1,3,2,1,5,6,0,0,25,8,0,0,1
2202,21137,02,07,13,14,19,04,05,55,11.00,25,3,2,1,1,0,1,4,-3,5,3,1,1,17,6,0,1,2
2203,21138,09,11,12,15,31,05,11,78,15.60,18,4,1,3,2,0,1,4,-3,4,5,1,1,22,16,0,0,2
2204,21139,05,13,18,23,34,08,09,93,18.60,23,3,2,1,1,0,3,2,1,4,5,0,0,29,11,0,0,1
2205,21140,05,24,26,33,35,09,12,123,24.60,23,3,2,1,1,1,4,1,3,4,4,0,0,30,19,1,1,3
2206,21141,02,08,16,29,34,05,12,89,17.80,29,1,4,-3,0,2,2,3,-1,5,6,0,0,32,13,0,0,1
2207,21142,11,13,17,19,25,02,09,85,17.00,25,5,0,5,4,0,2,3,-1,5,2,0,0,14,6,0,0,1
2208,21143,09,17,19,29,34,04,11,108,21.60,38,4,1,3,3,0,3,2,1,3,5,0,0,25,10,0,2,0
2209,21144,03,20,25,30,34,02,09,112,22.40,12,2,3,-1,0,1,4,1,3,4,5,0,0,31,17,1,1,2
2210,21145,03,08,25,29,30,01,06,95,19.00,25,3,2,1,1,0,3,2,1,5,4,1,1,27,17,2,3,1
2211,21146,03,05,08,18,20,09,11,54,10.80,24,2,3,-1,1,2,2,3,-1,4,4,0,0,17,10,1,2,0
2212,21147,01,02,08,12,26,01,07,49,9.80,19,1,4,-3,0,3,1,4,-3,4,6,1,1,25,14,1,1,1
2213,21148,01,04,12,16,29,04,08,62,12.40,22,2,3,-1,0,2,1,4,-3,5,6,0,0,28,13,1,2,1
2214,21149,20,26,28,30,35,10,11,139,27.80,19,1,4,-3,0,3,5,0,5,4,5,0,0,15,6,0,0,2
2215,21150,04,10,11,23,26,07,10,74,14.80,14,2,3,-1,1,1,2,3,-1,5,6,1,1,22,12,0,1,0
2216,22001,08,11,19,22,29,03,11,89,17.80,29,3,2,1,1,0,3,2,1,4,4,0,0,21,8,0,1,2
2217,22002,04,06,07,09,24,04,12,50,10.00,30,2,3,-1,1,1,1,4,-3,4,4,1,1,20,15,0,0,2
2218,22003,02,18,24,25,34,08,12,103,20.60,23,1,4,-3,0,2,4,1,3,4,5,1,1,32,16,0,1,1
2219,22004,07,20,27,30,33,03,04,117,23.40,17,3,2,1,0,0,4,1,3,3,4,0,0,26,13,0,0,1
2220,22005,02,13,17,19,34,05,09,85,17.00,25,3,2,1,2,0,2,3,-1,5,4,0,0,32,15,0,0,2
2221,22006,01,05,07,17,20,05,12,50,10.00,20,4,1,3,3,0,1,4,-3,4,6,0,0,19,10,0,1,2
2222,22007,05,22,23,25,35,03,11,110,22.00,20,4,1,3,2,0,4,1,3,3,6,1,1,30,17,0,1,0
2223,22008,01,02,13,18,34,06,07,68,13.60,18,2,3,-1,0,1,2,3,-1,5,5,1,1,33,16,0,0,1
2224,22009,13,14,18,31,33,07,10,109,21.80,19,3,2,1,1,1,3,2,1,4,6,1,1,20,13,0,2,2
2225,22010,04,19,25,31,35,02,11,114,22.80,24,4,1,3,3,0,4,1,3,4,5,0,0,31,15,1,1,1
2226,22011,03,05,17,24,32,05,12,81,16.20,21,3,2,1,2,1,2,3,-1,5,6,0,0,29,12,0,0,4
2227,22012,03,05,10,33,34,07,10,85,17.00,15,3,2,1,1,0,2,3,-1,4,6,1,1,31,23,2,2,1
2228,22013,04,09,16,25,32,05,06,86,17.20,26,2,3,-1,0,0,2,3,-1,5,4,0,0,28,9,0,0,3
2229,22014,01,04,10,18,32,01,09,65,13.00,15,1,4,-3,0,3,2,3,-1,5,5,0,0,31,14,1,2,1
2230,22015,01,02,08,12,30,05,12,53,10.60,13,1,4,-3,0,3,1,4,-3,4,6,1,1,29,18,1,1,1
2231,22016,01,07,17,26,32,01,09,83,16.60,23,3,2,1,2,1,2,3,-1,4,4,0,0,31,10,1,1,2
2232,22017,10,14,18,23,25,07,11,90,18.00,20,2,3,-1,1,2,3,2,1,5,5,0,0,15,5,0,0,2
2233,22018,16,21,29,31,34,06,09,131,26.20,21,3,2,1,2,0,4,1,3,4,4,0,0,18,8,0,0,0
2234,22019,01,04,07,17,21,01,02,50,10.00,20,4,1,3,2,0,1,4,-3,3,5,0,0,20,10,0,1,1
2235,22020,16,17,30,31,35,08,09,129,25.80,19,3,2,1,1,0,3,2,1,5,4,2,2,19,13,0,1,1
2236,22021,11,15,16,18,35,06,09,95,19.00,25,3,2,1,1,1,2,3,-1,4,6,1,1,24,17,1,2,3
2237,22022,01,05,14,17,28,06,07,65,13.00,25,3,2,1,1,0,1,4,-3,5,6,0,0,27,11,0,0,2
2238,22023,04,05,18,20,25,11,12,72,14.40,22,2,3,-1,0,1,3,2,1,4,6,1,1,21,13,1,1,2
2239,22024,01,02,11,30,35,01,12,79,15.80,9,3,2,1,0,0,2,3,-1,4,6,1,1,34,19,0,0,0
2240,22025,04,07,22,24,29,01,07,86,17.20,26,2,3,-1,0,1,3,2,1,4,6,0,0,25,15,0,0,1
2241,22026,11,14,22,23,27,08,10,97,19.40,17,3,2,1,1,1,3,2,1,5,6,1,1,16,8,1,1,1
2242,22027,03,06,11,31,32,05,12,83,16.60,13,3,2,1,1,0,2,3,-1,4,6,1,1,29,20,0,1,0
2243,22028,04,09,16,17,35,01,07,81,16.20,31,3,2,1,1,0,1,4,-3,5,6,1,1,31,18,0,0,1
2244,22029,07,08,10,14,17,10,12,56,11.20,26,2,3,-1,0,2,0,5,-5,4,4,1,1,10,4,0,1,3
2245,22030,12,14,15,21,30,01,09,92,18.40,12,2,3,-1,1,1,2,3,-1,5,5,1,1,18,9,0,1,1
2246,22031,07,14,16,20,28,04,08,85,17.00,25,1,4,-3,0,3,2,3,-1,5,6,0,0,21,8,1,1,3
2247,22032,05,09,18,31,32,01,05,95,19.00,25,3,2,1,1,0,3,2,1,5,5,1,1,27,13,0,0,0
2248,22033,08,15,16,19,33,03,04,91,18.20,31,3,2,1,1,0,2,3,-1,5,6,1,1,25,14,0,0,3
2249,22034,02,10,24,27,28,06,07,91,18.20,21,1,4,-3,0,2,3,2,1,5,6,1,1,26,14,0,0,0
2250,22035,09,11,13,23,31,05,08,87,17.40,17,5,0,5,4,0,2,3,-1,3,5,0,0,22,10,0,0,3
2251,22036,18,19,21,26,34,06,07,118,23.60,28,2,3,-1,1,1,5,0,5,5,5,1,1,16,8,0,0,0
2252,22037,01,09,17,20,28,06,10,75,15.00,25,3,2,1,2,1,2,3,-1,5,2,0,0,27,8,0,0,2
2253,22038,07,09,11,12,26,09,12,65,13.00,25,3,2,1,2,1,1,4,-3,5,5,1,1,19,14,1,1,0
2254,22039,01,08,11,22,31,05,11,73,14.60,13,3,2,1,0,0,2,3,-1,3,6,0,0,30,11,1,1,2
2255,22040,10,19,25,29,33,08,12,116,23.20,26,4,1,3,3,0,4,1,3,4,5,0,0,23,9,0,0,1
2256,22041,05,15,25,26,33,06,11,104,20.80,24,4,1,3,2,0,3,2,1,3,5,1,1,28,10,2,2,1
2257,22042,08,10,11,29,32,02,06,90,18.00,20,2,3,-1,1,1,2,3,-1,5,4,1,1,24,18,0,0,1
2258,22043,02,16,17,24,30,09,12,89,17.80,19,1,4,-3,0,2,2,3,-1,5,5,1,1,28,14,0,0,1
